,depth_class,AI,MAP,MAT,PS_Bio15,TS_Bio4,TAR_Bio7,MaxTWM_Bio5,MinTCM_Bio6,MMTD_Bio2,PWM_Bio13,PDM_Bio14,Elevation,Slope,Mean_pH,Moisture,CEC,Bulk.Density,RootDepth,GPP,Sand.content,Clay.content,Silt.content,Bedrock,Shannon_EVI,LAI,AbovegroundBiomass,BelowgroundBiomass,CUE
211,30-60,0.3422,682,3,130.2684479,1109.627563,41.59999847,29.39999962,-12.19999981,12.39166641,166,2,438.875,2.921697617,6.686666667,13.66666667,0.102699998,1.39,1.083390594,0,38,8.146666667,46,933,25150,3.200099945,3,0.5,0.511688407
212,0-30,0.8201,801,8.7,75.52664185,802.4366455,29.29999924,20,-9.300000191,7.366666794,136,5,2271.9375,21.39596558,6.1,67.33333333,0.137399997,1.33,0.18310827,0,44.5,8.733333333,42,1292,31942,3.62770009,33,12.8,0.429168039
213,0-30,0.8201,801,8.7,75.52664185,802.4366455,29.29999924,20,-9.300000191,7.366666794,136,5,2271.9375,21.39596558,5.89,33.33333333,0.146099997,1.38,0.18310827,0,47,12.23666667,39,1292,31942,3.62770009,33,12.8,0.536575089
214,0-30,0.8201,801,8.7,75.52664185,802.4366455,29.29999924,20,-9.300000191,7.366666794,136,5,2271.9375,21.39596558,5.976666667,24.66666667,0.147199997,1.43,0.18310827,0,46,10.04666667,40,1292,31942,3.62770009,33,12.8,0.541835626
215,30-60,0.8201,801,8.7,75.52664185,802.4366455,29.29999924,20,-9.300000191,7.366666794,136,5,2271.9375,21.39596558,5.996666667,22,0.129799997,1.5,0.18310827,0,44,11.35,44,1292,31942,3.62770009,33,12.8,0.533615653
216,0-30,1.2634,1865,9.7,61.44496918,797.9190674,29.39999962,31.29999924,1.899999976,7.491666794,238,26,476.875,3.166773081,4.46,87.33333333,0.092399998,1.105,0.091554135,0.154987767,40.5,14.81333333,41,1604,24747,3.040499926,1.7,0.6,0.438530679
217,0-30,1.2634,1865,9.7,61.44496918,797.9190674,29.39999962,31.29999924,1.899999976,7.491666794,238,26,476.875,3.166773081,4.463333333,75.33333333,0.107899998,1.13,0.091554135,0.154987767,42,13.28333333,36,1604,24747,3.040499926,1.7,0.6,0.464136959
218,0-30,1.2634,1865,9.7,61.44496918,797.9190674,29.39999962,31.29999924,1.899999976,7.491666794,238,26,476.875,3.166773081,4.596666667,71.66666667,0.208999995,1.16,0.091554135,0.154987767,38,14.32666667,41,1604,24747,3.040499926,1.7,0.6,0.460083907
219,30-60,1.2634,1865,9.7,61.44496918,797.9190674,29.39999962,31.29999924,1.899999976,7.491666794,238,26,476.875,3.166773081,4.736666667,58,0.058499999,1.22,0.091554135,0.154987767,40,13.27666667,36,1604,24747,3.040499926,1.7,0.6,0.481142865
220,0-30,1.3954,1849,15.7,57.44852448,823.2514648,30.40000153,31.20000076,0.800000012,7.958333492,305,45,335.1875,13.70864868,4.93,15,0.096099998,1.39,4.150454044,0.389397621,11.5,8.653333333,48,1052,21377,3.767299891,28.9,10.5,0.458110075
221,0-30,1.3954,1849,15.7,57.44852448,823.2514648,30.40000153,31.20000076,0.800000012,7.958333492,305,45,335.1875,13.70864868,4.876666667,17.66666667,0.068099998,1.36,4.150454044,0.389397621,15,10.29666667,45,1052,21377,3.767299891,28.9,10.5,0.476905026
222,0-30,1.3954,1849,15.7,57.44852448,823.2514648,30.40000153,31.20000076,0.800000012,7.958333492,305,45,335.1875,13.70864868,4.85,15.33333333,0.113399997,1.35,4.150454044,0.389397621,14,11.19666667,43,1052,21377,3.767299891,28.9,10.5,0.498456595
223,30-60,1.3954,1849,15.7,57.44852448,823.2514648,30.40000153,31.20000076,0.800000012,7.958333492,305,45,335.1875,13.70864868,4.886666667,15,0.058899999,1.35,4.150454044,0.389397621,13,10.57333333,43,1052,21377,3.767299891,28.9,10.5,0.504867953
224,0-30,0.7203,2413,18.9,79.38012695,356.4364929,16.10000038,31.70000076,15.60000038,6.583333492,221,15,122.5625,5.414543629,4.876666667,33,0.068199998,1.215,7.827877998,5.912893772,37.5,13.03666667,37,2267,26884,3.404500008,3.2,0.9,0.537127015
225,0-30,0.7203,2413,18.9,79.38012695,356.4364929,16.10000038,31.70000076,15.60000038,6.583333492,221,15,122.5625,5.414543629,4.85,33.33333333,0.082299998,1.23,7.827877998,5.907669067,36,13.39,37,2267,26884,3.404500008,3.2,0.9,0.514556132
226,0-30,0.7203,2413,18.9,79.38012695,356.4364929,16.10000038,31.70000076,15.60000038,6.583333492,221,15,122.5625,5.414543629,5.003333333,21.66666667,0.047699999,1.23,7.827877998,5.912893772,36,15.22333333,38,2267,26884,3.404500008,3.2,0.9,0.522195861
227,30-60,0.7203,2413,18.9,79.38012695,356.4364929,16.10000038,31.70000076,15.60000038,6.583333492,221,15,122.5625,5.414543629,5.063333333,19.33333333,0.060399999,1.23,7.827877998,5.907669067,32,14.23666667,37,2267,26884,3.404500008,3.2,0.9,0.500416964
228,0-30,0.3669,584.4,9.7,88.93260193,1013.212341,39.29999924,28.89999962,-10.39999962,11.98333359,108,3,942.3125,7.948118687,8.233333333,28.33333333,0.091666665,1.21,3.906309605,0,33.66666667,19,47.66666667,2004,30022,1.473099947,4.6,6.6,0.326316955
229,30-60,0.3669,584.4,9.7,88.93260193,1013.212341,39.29999924,28.89999962,-10.39999962,11.98333359,108,3,942.3125,7.948118687,7.4,29,0.091149998,1.29,3.906309605,0,32.5,18,50,2004,30022,1.473099947,4.6,6.6,0.492096039
230,0-30,0.3669,584.4,9.7,89.14594269,1016.903625,39.5,29.20000076,-10.30000019,12.10833359,108,3,891.0625,8.209553719,8.233333333,28.33333333,0.091666665,1.21,3.906309605,0,33.66666667,19,47.66666667,2004,30022,1.473099947,4.6,6.6,0.278622155
231,30-60,0.3669,584.4,9.7,89.14594269,1016.903625,39.5,29.20000076,-10.30000019,12.10833359,108,3,891.0625,8.209553719,7.4,29,0.091149998,1.29,3.906309605,0,32.5,18,50,2004,30022,1.473099947,4.6,6.6,0.409331163
232,0-30,0.3669,584.4,9.7,89.14594269,1016.903625,39.5,29.20000076,-10.30000019,12.10833359,108,3,891.0625,8.209553719,8.233333333,28.33333333,0.091666665,1.21,3.906309605,0,33.66666667,19,47.66666667,2004,30022,1.473099947,4.6,6.6,0.277464677
233,30-60,0.3669,584.4,9.7,89.14594269,1016.903625,39.5,29.20000076,-10.30000019,12.10833359,108,3,891.0625,8.209553719,7.4,29,0.091149998,1.29,3.906309605,0,32.5,18,50,2004,30022,1.473099947,4.6,6.6,0.472557792
234,0-30,0.3669,584.4,9.7,89.14594269,1016.903625,39.5,29.20000076,-10.30000019,12.10833359,108,3,891.0625,8.209553719,8.233333333,28.33333333,0.091666665,1.21,3.906309605,0,33.66666667,19,47.66666667,2004,30022,1.473099947,4.6,6.6,0.31271996
235,30-60,0.3669,584.4,9.7,89.14594269,1016.903625,39.5,29.20000076,-10.30000019,12.10833359,108,3,891.0625,8.209553719,7.4,29,0.091149998,1.29,3.906309605,0,32.5,18,50,2004,30022,1.473099947,4.6,6.6,0.428127627
236,0-30,1.3387,805,-1.841666698,82.44138336,658.8206787,30.20000076,11.80000019,-18.39999962,11.0666666,151,6,4346.75,30.78966141,7.3,29,0.265899994,1.27,0.18310827,0,36,14,50,680.8888889,38866,1.045899987,85.7,32.4,0.278189952
237,0-30,1.3387,771,0.3125,82.4953537,665.343811,30.5,14.10000038,-16.39999962,11.24166679,148,5,3901.375,26.62228584,6.1,29,0.285999994,1.285,0.18310827,0,35.5,14.5,50.5,680.8888889,38866,1.045899987,33.8,32.4,0.41849842
238,0-30,1.3387,771,0.3125,82.4953537,665.343811,30.5,14.10000038,-16.39999962,11.24166679,148,5,3901.375,26.62228584,6.1,29,0.193899996,1.37,0.18310827,0,40,13,47,680.8888889,38866,1.045899987,33.8,32.4,0.488028895
239,0-30,0.6187,481,-5.4,112.8256989,1612.045776,58.19999695,22.89999962,-35.29999924,15.52500057,137,3,779,1.865562558,5.9,64.4,0.166749996,1.34,0.18310827,0,13.5,43.5,43,558,30001,3.98149991,38.9,16.9,0.158100677
240,0-30,0.6187,481,-5.4,112.8256989,1612.045776,58.19999695,22.89999962,-35.29999924,15.52500057,137,3,779,1.865562558,5.9,49.53333333,0.145699997,1.29,0.18310827,0,12,44,44,558,30001,3.98149991,38.9,16.9,0.108430638
241,30-60,0.6187,481,-5.4,112.8256989,1612.045776,58.19999695,22.89999962,-35.29999924,15.52500057,137,3,779,1.865562558,5.9,39.06666667,0.199999996,1.375,0.18310827,0,17,38.5,44.5,558,30001,3.98149991,38.9,16.9,0.101934763
242,0-30,0.6718,654,-0.5,102.7192612,1552.249878,55.59999847,26.10000038,-29.5,13.11666679,152,5,282.125,1.641184926,5.5,40.96666667,0.166749996,1.34,0.976577401,0,13.5,43.5,43,2121,29461,3.794500113,55.9,19.2,0.267851192
243,0-30,0.6718,654,-0.5,102.7192612,1552.249878,55.59999847,26.10000038,-29.5,13.11666679,152,5,282.125,1.641184926,5.5,30.06666667,0.145699997,1.29,0.976577401,0,12,44,44,2121,29461,3.794500113,55.9,19.2,0.302839128
244,30-60,0.6718,654,-0.5,102.7192612,1552.249878,55.59999847,26.10000038,-29.5,13.11666679,152,5,282.125,1.641184926,5.5,23.66666667,0.195399996,1.375,0.976577401,0,17,38.5,44.5,2121,29461,3.794500113,55.9,19.2,0.322333933
245,30-60,0.6718,654,-0.5,102.7192612,1552.249878,55.59999847,26.10000038,-29.5,13.11666679,152,5,282.125,1.641184926,5.5,17.1,0.125999997,1.395,0.976577401,0,18,37,45,2121,29461,3.794500113,55.9,19.2,0.210487923
246,0-30,0.3496,505,5.4,114.3584366,1124.748779,41.59999847,26.5,-15.10000038,12.15833378,142,2,1090.875,8.141459465,6.53,22.23333333,0.151549997,1.31,1.083390594,0,47.5,12.5,40,1734,24327,2.238699913,8.2,9.4,0.366056416
247,0-30,0.3496,505,5.4,114.3584366,1124.748779,41.59999847,26.5,-15.10000038,12.15833378,142,2,1090.875,8.141459465,6.53,17.93333333,0.141599997,1.32,1.083390594,0,45,15,40,1734,24327,2.238699913,8.2,9.4,0.317878224
248,30-60,0.3496,505,5.4,114.3584366,1124.748779,41.59999847,26.5,-15.10000038,12.15833378,142,2,1090.875,8.141459465,6.53,14.46666667,0.118649997,1.37,1.083390594,0,44,17,39.5,1734,24327,2.238699913,8.2,9.4,0.399192028
249,30-60,0.3496,505,5.4,114.3584366,1124.748779,41.59999847,26.5,-15.10000038,12.15833378,142,2,1090.875,8.141459465,6.53,13.23333333,0.142149997,1.41,1.083390594,0,43,17.5,39.5,1734,24327,2.238699913,8.2,9.4,0.476637604
250,0-30,0.3577,505,5.4,112.8728485,1123.772339,41.5,26.20000076,-15.30000019,12.10833359,142,2,1154.625,12.78230762,6.53,38.86666667,0.151549997,1.31,1.083390594,0,47.5,12.5,40,1734,24327,2.238699913,5.6,7.9,0.311273582
251,0-30,0.3577,505,5.4,112.8728485,1123.772339,41.5,26.20000076,-15.30000019,12.10833359,142,2,1154.625,12.78230762,6.53,30.1,0.141599997,1.32,1.083390594,0,45,15,40,1734,24327,2.238699913,5.6,7.9,0.364019046
252,30-60,0.3577,505,5.4,112.8728485,1123.772339,41.5,26.20000076,-15.30000019,12.10833359,142,2,1154.625,12.78230762,6.53,26.3,0.143899997,1.37,1.083390594,0,44,17,39.5,1734,24327,2.238699913,5.6,7.9,0.347293344
253,30-60,0.3577,505,5.4,112.8728485,1123.772339,41.5,26.20000076,-15.30000019,12.10833359,142,2,1154.625,12.78230762,6.53,24.66666667,0.142149997,1.41,1.083390594,0,43,17.5,39.5,1734,24327,2.238699913,5.6,7.9,0.416113333
254,0-30,1.7348,1650,9.2,55.35398483,817.1193848,29.19999886,27.29999924,-1.899999976,7.133333683,332,42,861.625,19.45106888,4.21,25.23333333,0.090899998,1.12,8.804455757,0.184545904,42,19,39,692,23677,3.865999937,30.2,10.9,0.439091357
255,0-30,1.7348,1650,9.2,55.35398483,817.1193848,29.19999886,27.29999924,-1.899999976,7.133333683,332,42,861.625,19.45106888,4.21,21.8,0.069499998,1.13,8.804455757,0.184545904,42,17,42,692,23677,3.865999937,30.2,10.9,0.450872895
256,30-60,1.7348,1650,9.2,55.35398483,817.1193848,29.19999886,27.29999924,-1.899999976,7.133333683,332,42,861.625,19.45106888,4.21,20.86666667,0.065049999,1.235,8.804455757,0.184545904,39.5,19.5,41,692,23677,3.865999937,30.2,10.9,0.507959208
257,30-60,1.7348,1650,9.2,55.35398483,817.1193848,29.19999886,27.29999924,-1.899999976,7.133333683,332,42,861.625,19.45106888,4.21,20.8,0.053599999,1.26,8.804455757,0.184545904,36.5,22,41.5,692,23677,3.865999937,30.2,10.9,0.399088516
258,0-30,1.3185,1889,18,65.79048157,747.7373657,30,33.29999924,3.299999952,9.475000381,331,44,209.4375,2.882329464,4.62,26.73333333,0.085149998,1.37,0.091554135,0.997893691,36,20,44,1561,23872,3.661600113,2.4,0.5,0.385692218
259,0-30,1.3185,1889,18,65.79048157,747.7373657,30,33.29999924,3.299999952,9.475000381,331,44,209.4375,2.882329464,4.62,22.83333333,0.091599998,1.47,0.091554135,0.997893691,37,20,42,1561,23872,3.661600113,2.4,0.5,0.392906541
260,30-60,1.3185,1889,18,65.79048157,747.7373657,30,33.29999924,3.299999952,9.475000381,331,44,209.4375,2.882329464,4.62,21.2,0.123599997,1.555,0.091554135,0.997893691,38,20,42,1561,23872,3.661600113,2.4,0.5,0.415365138
261,30-60,1.3185,1889,18,65.79048157,747.7373657,30,33.29999924,3.299999952,9.475000381,331,44,209.4375,2.882329464,4.62,19.7,0.110699998,1.57,0.091554135,0.997893691,38.5,19.5,42,1561,23872,3.661600113,2.4,0.5,0.42114727
262,0-30,1.1069,2265,24.7,76.71321869,328.7680664,15.30000114,26.70000076,11.39999962,6.458333492,291,22,1000.125,6.83541441,4.36,19.6,0.056499999,1.105,6.195162773,9.569818497,41.5,21.5,37,3151,25822,3.404500008,68.8,16.8,0.458438939
263,0-30,1.1069,2265,24.7,76.71321869,328.7680664,15.30000114,26.70000076,11.39999962,6.458333492,291,22,1000.125,6.83541441,4.36,19.2,0.055899999,1.13,6.195162773,9.569818497,44,21,35,3151,25822,3.404500008,68.8,16.8,0.461676389
264,30-60,1.1069,2265,24.7,76.71321869,328.7680664,15.30000114,26.70000076,11.39999962,6.458333492,291,22,1000.125,6.83541441,4.36,19.96666667,0.049399999,1.19,6.195162773,9.569818497,46.5,21,32.5,3151,25822,3.404500008,68.8,16.8,0.395441562
265,30-60,1.1069,2265,24.7,76.71321869,328.7680664,15.30000114,26.70000076,11.39999962,6.458333492,291,22,1000.125,6.83541441,4.36,20.66666667,0.053199999,1.29,6.195162773,9.569818497,47.5,22,30.5,3151,25822,3.404500008,68.8,16.8,0.452834159
266,0-30,1.0765,2265,24.7,76.60473633,329.9954224,15.30000019,27.10000038,11.80000019,6.416666508,286,23,916.75,9.912394524,4.36,20.03333333,0.056499999,1.105,6.195162773,9.569818497,41.5,21.5,37,3151,25822,3.404500008,69.8,17,0.511257621
267,0-30,1.0765,2265,24.7,76.60473633,329.9954224,15.30000019,27.10000038,11.80000019,6.416666508,286,23,916.75,9.912394524,4.36,19.16666667,0.055899999,1.13,6.195162773,9.569818497,44,21,35,3151,25822,3.404500008,69.8,17,0.435960226
268,30-60,1.0765,2265,24.7,76.60473633,329.9954224,15.30000019,27.10000038,11.80000019,6.416666508,286,23,916.75,9.912394524,4.36,19.43333333,0.049399999,1.19,6.195162773,9.569818497,46.5,21,32.5,3151,25822,3.404500008,69.8,17,0.485232822
269,30-60,1.0765,2265,24.7,76.60473633,329.9954224,15.30000019,27.10000038,11.80000019,6.416666508,286,23,916.75,9.912394524,4.36,17.53333333,0.053199999,1.29,6.195162773,9.569818497,47.5,22,30.5,3151,25822,3.404500008,69.8,17,0.491012309
270,0-30,0.9239,1400,15.6,66.28002167,809.3525391,29.70000076,31.60000038,1.899999976,7.900000095,213,20,181.5625,5.487789631,3.84,80,0.063799999,1.13,1.693751454,0.047927458,18,23,59,1722,28558,3.443300009,0.6,2.7,0.447208084
271,0-30,0.9239,1400,15.6,66.28002167,809.3525391,29.70000076,31.60000038,1.899999976,7.900000095,213,20,181.5625,5.487789631,4.26,79,0.063799999,1.13,1.693751454,0.047927458,18,23,59,1722,28558,3.443300009,0.6,2.7,0.402397252
272,0-30,0.9239,1400,15.6,66.28002167,809.3525391,29.70000076,31.60000038,1.899999976,7.900000095,213,20,181.5625,5.487789631,4.44,75,0.063799999,1.13,1.693751454,0.047927458,18,23,59,1722,28558,3.443300009,0.6,2.7,0.397299946
273,0-30,0.9239,1400,15.6,66.28002167,809.3525391,29.70000076,31.60000038,1.899999976,7.900000095,213,20,181.5625,5.487789631,3.87,75,0.098399998,1.24,1.693751454,0.047927458,18,25,57,1722,28558,3.443300009,0.6,2.7,0.45519477
274,0-30,0.9239,1400,15.6,66.28002167,809.3525391,29.70000076,31.60000038,1.899999976,7.900000095,213,20,181.5625,5.487789631,4.3,78,0.098399998,1.24,1.693751454,0.047927458,18,25,57,1722,28558,3.443300009,0.6,2.7,0.371886726
275,0-30,0.9239,1400,15.6,66.28002167,809.3525391,29.70000076,31.60000038,1.899999976,7.900000095,213,20,181.5625,5.487789631,4.58,85,0.098399998,1.24,1.693751454,0.047927458,18,25,57,1722,28558,3.443300009,0.6,2.7,0.399012299
276,0-30,0.5527,425,-4.145833492,103.2147522,1767.653076,61.19999695,25.39999962,-35.79999924,15.40833378,107,3,398.875,9.649352074,4.301333333,33.26043738,0.334049993,0.503,0.991836429,0,36.5,19,45,1773,28312,3.957299948,50.5,20.7,0.170089463
277,0-30,0.6151,475,-4.479166508,101.9997559,1701.292847,59.29999924,24.29999924,-35,15.4416666,120,4,610,5.258338928,4.208,62.56339327,0.334049993,0.2169,0.18310827,0,36.5,19,45,1093,29906,3.648699999,26.6,14,0.166805566
278,0-30,0.7077,528,-4.991666794,104.5883408,1599.378906,56.30000305,22.60000038,-33.70000076,14.53333282,138,4,939.75,4.863107681,3.162,62.56339327,0.334049993,0.2169,0.18310827,0,36.5,19,45,419,27213,3.548599958,13,10.8,0.158060712
279,0-30,0.6834,532,-4.237500191,104.0207901,1592.144287,56.90000153,23,-33.90000153,14.5583334,138,4,828.625,9.348758698,4.732666667,55.92105263,0.334049993,0.2736,0.18310827,0,36.5,19,45,660,26705,3.953099966,30.3,14.7,0.243988941
280,0-30,0.6602,523,-3.745833158,103.1308289,1620.15918,57.79999924,23.70000076,-34.09999847,14.84166622,136,5,649,3.077117443,3.567,41.28982528,0.499799989,0.3892,0.18310827,0,35.5,22,43.5,748,24206,3.953099966,26.7,14.3,0.120931293
281,0-30,0.6477,514,-3.637499809,104.4133682,1612.742065,57.90000153,23.70000076,-34.20000076,15.00833321,134,4,628.625,1.60187304,4.15,96.63265306,0.499799989,0.294,0.18310827,0,35.5,22,43.5,855,28756,3.684600115,20.4,11.9,0.144294728
282,0-30,0.703,541,-4.554166794,106.2564545,1580.784424,56.59999847,22.60000038,-34,14.57499981,143,3,918,11.51019573,3.77,118.9217211,0.334049993,0.1929,0.18310827,0,36.5,19,45,808,27666,3.740099907,25.1,13.1,0.093865364
283,0-30,0.7408,558,-5.224999905,107.0339127,1562.757568,56.09999847,21.79999924,-34.29999924,14.5,149,3,1118.0625,16.07718086,3.806666667,14.63943611,0.334049993,0.5533,0.18310827,0,36.5,19,45,808,27666,3.740099907,41.1,18.8,0.076101421
284,0-30,0.7887,579,-5.916666508,107.0577087,1546.339233,55.59999847,21,-34.59999847,14.4333334,155,3,1320.25,13.77860069,3.956666667,95.81749049,0.334049993,0.3156,0.18310827,0,36.5,19,45,808,27666,3.740099907,21,13,0.121815387
285,0-30,0.6541,532,-3.175000191,105.5238495,1571.11499,56.30000305,23.60000038,-32.70000076,14.66666698,141,4,681.125,8.312037468,5.365666667,78.6545925,0.334049993,0.2319,0.18310827,0,36.5,19,45,1041,26171,3.864300013,35.5,17.7,0.278957835
286,0-30,0.5769,509,-1.558333278,111.2327042,1541.466064,55.59999847,24.60000038,-31,14.6833334,144,3,499.3125,2.817459345,6.153666667,25.93037215,0.235949995,0.3332,1.113908648,0,33,19,48,857,26612,3.624300003,11.6,9.9,0.314174906
287,0-30,0.6258,529,-2.737499952,112.6323318,1523.454712,55.5,23.39999962,-32.09999847,15.14166641,153,3,740.6875,5.904199123,5.498,16.87803351,0.235949995,0.6387,1.007095456,0,36.5,19,44.5,1089,25052,4.064400196,25.7,13.9,0.29411293
288,0-30,0.5759,515,-1.591666579,110.4069061,1578.125854,56.69999695,24.79999924,-31.89999962,14.91666603,146,4,496.0625,5.300990105,6.215666667,52.95308809,0.235949995,0.2963,1.052872539,0,33,19,48,638,24081,2.911499977,2.7,7.2,0.279921482
289,0-30,0.6093,520,-2.520833492,113.7226639,1535.972412,56,23.79999924,-32.20000076,15.22499943,151,3,679.9375,8.326830864,4.906666667,47.47168285,0.235949995,0.4944,1.007095456,0,36.5,19,44.5,1089,25052,4.064400196,44,19.5,0.336332978
290,0-30,0.6,513,-2.412500143,114.0740891,1522.126343,55.5,23.79999924,-31.70000076,15.07499981,149,3,668.9375,4.695612907,5.371333333,23.60912981,0.235949995,0.701,0.167849243,0,36.5,19,44.5,1235,28156,4.117400169,14.7,11.3,0.306510911
291,0-30,0.5432,505,-0.670833349,118.3709335,1498.222412,54.69999695,24.89999962,-29.79999924,14.875,154,3,482.9375,4.443910599,5.052,53.93408268,0.271899994,0.5249,0.18310827,0,24,24.5,51,1400,25143,3.508699894,26.2,14.8,0.262872387
292,0-30,0.5254,508,-0.300000012,118.1555405,1541.824463,56,25.5,-30.5,15,156,2,432,3.229341269,6.35,27.02798441,0.254999994,0.2823,0.18310827,0,38,17.5,44,2750,28124,4.033100128,12.7,5.2,0.303388651
293,0-30,0.6606,599,-0.316666663,97.48812103,1600.937744,56.30000305,25.60000038,-30.70000076,12.98333359,145,6,411.375,1.512164474,5.005,30.95084088,0.266599994,0.3092,0.747692049,0,41.5,16.5,42,788,22691,3.820100069,25.4,13.6,0.428731748
294,0-30,0.7204,634,-0.974999845,105.149025,1531.613037,54.40000153,24.39999962,-30,12.80000019,160,4,659.3125,3.677930832,4.895666667,59.39899833,0.219249995,0.2995,0.091554135,0,43.5,16,40.5,2265,28577,3.635900021,47.6,19,0.338151916
295,0-30,0.6795,623,0.174999908,99.29137421,1580.308472,56.19999695,25.89999962,-30.29999924,13.41666603,146,6,329.8125,0.491987884,4.980666667,67.79920416,0.219249995,0.6534,0.18310827,0,43.5,16,40.5,2264,28295,3.763000011,17.3,10.7,0.310437217
296,0-30,0.6532,630,1.337499976,104.1603546,1537.082764,55.19999695,26.39999962,-28.79999924,12.99166679,154,5,231,2.106528044,5.857,30.45344281,0.231149995,0.5359,0.18310827,0,37,21,42,1742,28941,4.001599789,28.7,14,0.353190336
297,0-30,0.6639,625,1.012499928,104.5651932,1483.596924,52.59999847,25.39999962,-27.20000076,12.40833378,153,4,360,7.985366821,5.538666667,60.14052412,0.171999996,0.5266,0.900282264,0,40.5,21,38,2056,28071,3.840300083,36.7,15.4,0.342827865
298,0-30,0.7648,682,-0.933333337,108.3014526,1451.228882,51.09999847,22.70000076,-28.39999962,11.91666698,182,3,1019.0625,10.75829315,4.316666667,44.03361345,0.192999996,0.5355,0.18310827,0,35,18,47,1139,27428,3.791599989,58.1,20.1,0.333188136
299,0-30,0.8079,704,-1.475000024,107.0727463,1445.59436,50.90000153,22.20000076,-28.70000076,11.86666679,186,3,1144,11.54551411,4.263333333,53.86109762,0.192999996,0.4118,0.991836429,0,35,18,47,1536,28941,4.051700115,47.9,18,0.3100821
300,0-30,0.872,737,-2.337500095,105.7883301,1431.021729,50.59999847,21.29999924,-29.29999924,11.9416666,194,4,1380,7.153505802,4.286666667,56.41129852,0.285449994,0.4921,0.991836429,0,32.5,21,46,1536,28941,4.051700115,42.4,18.5,0.357053298
301,0-30,0.693,647,0.574999988,106.655365,1474.539185,51.80000305,24.20000076,-27.60000038,12,170,4,627,9.97717762,4.97,32.51243781,0.219249995,0.402,0.18310827,0,43.5,16,40.5,1139,27428,3.791599989,47.2,17.2,0.313524594
302,0-30,0.7422,675,-0.270833403,106.5153961,1458.055176,51.29999924,23.29999924,-28,11.9416666,178,4,857.25,11.16120243,4.983333333,49.90378448,0.192999996,0.3118,0.18310827,0,35,18,47,1139,27428,3.791599989,45.8,17.1,0.340677902
303,0-30,0.578,596,2.758333445,105.3871841,1445.607544,51.5,26,-25.5,12.19999981,163,4,421,5.964230061,4.811666667,42.04965663,0.219249995,0.3786,0.762951076,0,40.5,17.5,42,1466,26444,4.59469986,45,17.1,0.157985794
304,0-30,0.3129,372,1.895833373,116.294899,1327.875,47.30000305,24.70000076,-22.60000038,12.82499981,114,3,1092.25,3.85201335,6.32,24.46197991,0.075649998,0.697,1.007095456,0,77,6,17,1733,33752,2.942899942,1.8,8,0.363752877
305,0-30,0.3218,377,1.662500024,114.8713531,1329.425903,47.19999695,24.39999962,-22.79999924,12.65833282,115,3,1118,4.141799927,6.21,23.72001432,0.208849995,0.5586,1.007095456,0,41.5,20,38,1733,33752,2.942899942,3.6,7.3,0.340571272
306,0-30,0.3172,374,1.770833254,116.1685333,1330.301514,47.20000076,24.5,-22.70000076,12.72500038,115,3,1103.1875,3.813150883,6.113333333,26.98608964,0.208849995,0.3235,1.007095456,0,41.5,20,38,1733,33752,2.942899942,1.9,8.3,0.231204479
307,0-30,0.3291,389,1.633333325,117.0979233,1301.415894,46.5,24,-22.5,12.64999962,120,2,1182.875,6.346552372,5.54,21.50180941,0.185149996,0.3316,0.900282264,0,39.5,16,45,1872,24574,2.061399937,16,6.2,0.213150624
308,0-30,0.3455,401,1.229166627,115.0777283,1296.960571,46.20000076,23.5,-22.70000076,12.54166698,122,2,1267.9375,7.080583096,6.306666667,18.27956989,0.185149996,0.6789,0.778210104,0,39.5,16,45,1969,32352,2.284300089,32.1,17.5,0.302705641
309,0-30,0.3833,431,0.120833203,112.3030472,1282.317627,45.90000153,22.29999924,-23.60000038,12.60833359,129,3,1586.0625,20.50056648,6,24.95844875,0.185149996,0.361,0.778210104,0,39.5,16,45,1969,32352,2.284300089,23.3,13,0.25678031
310,0-30,0.3908,432,0.991666615,109.7601089,1304.265381,47.20000076,23,-24.20000076,12.96666718,123,3,1530.3125,2.836455584,6.098333333,13.79078372,0.175599996,0.5946,1.083390594,0,41,14,45,2098,28132,3.764400005,22.1,12.4,0.267149116
311,0-30,0.4566,484,0.150000006,106.4782715,1214.886841,43.90000153,21.10000038,-22.79999924,12.01666641,135,4,1882.25,6.09296751,6.242,34.5319009,0.176099996,0.4561,0.42725262,0,41,16,43.5,1682,30022,2.804399967,22.1,12.7,0.226897499
312,0-30,0.4229,460,0.916666746,109.1597672,1241.661865,44.80000305,22.20000076,-22.60000038,12.15000057,131,3,1667.1875,3.684563398,6.170333333,34.98461538,0.176099996,0.325,0.579842806,0,41,16,43.5,2333,26626,3.764400005,18.4,10.5,0.280037997
313,0-30,0.4117,457,1.26666677,110.8510132,1211.719971,44.09999847,22.20000076,-21.89999962,12.1833334,131,2,1677.5,8.201619148,6.143666667,50.34195659,0.176099996,0.3363,0.579842806,0,41,16,43.5,2333,26626,3.764400005,15.7,9.4,0.352604788
314,0-30,0.8702,749,1.395833254,96.50351715,1293.837646,47.70000076,23,-24.70000076,12.42500019,181,6,1028.25,1.821359515,5.630666667,152.012116,0.250849994,0.2311,1.159685612,0,39,16,45,1971,25585,4.074699879,37.3,14.6,0.275340832
