,depth_class,AI,MAP,MAT,PS_Bio15,TS_Bio4,TAR_Bio7,MaxTWM_Bio5,MinTCM_Bio6,MMTD_Bio2,PWM_Bio13,PDM_Bio14,Elevation,Slope,Mean_pH,Moisture,CEC,Bulk.Density,RootDepth,GPP,Sand.content,Clay.content,Silt.content,Bedrock,Shannon_EVI,LAI,AbovegroundBiomass,BelowgroundBiomass,CUE
1,0-30,0.426,576.7,10,87.76857758,952.3439941,37,25.5,-11.5,11.05000019,106,2,1411.5625,6.984854221,8.113333333,67.94664539,0.069033332,0.886378333,3.448539019,0,80,6,14,2001,24174,2.924499989,43.7,16.4,0.289262219
2,30-60,0.426,576.7,10,87.76857758,952.3439941,37,25.5,-11.5,11.05000019,106,2,1411.5625,6.984854221,8.356666667,69.47185775,0.064949999,1.07999,3.448539019,0,80.5,6,13.5,2001,24174,2.924499989,43.7,16.4,0.562454381
3,30-60,0.426,576.7,10,87.76857758,952.3439941,37,25.5,-11.5,11.05000019,106,2,1411.5625,6.984854221,8.41,60.50845047,0.068549998,1.179483333,3.448539019,0,80,6,14,2001,24174,2.924499989,43.7,16.4,0.593770095
4,0-30,0.426,576.7,10,87.45503998,954.427063,37,25.60000038,-11.39999962,11.0666666,106,2,1384.75,6.667627335,8.083333333,66.5375735,0.069033332,1.002885556,3.448539019,0,80,6,14,2001,24174,2.924499989,19.5,11.5,0.370009909
5,30-60,0.426,576.7,10,87.45503998,954.427063,37,25.60000038,-11.39999962,11.0666666,106,2,1384.75,6.667627335,8.323333333,41.53523789,0.064949999,1.20412,3.448539019,0,80.5,6,13.5,2001,24174,2.924499989,19.5,11.5,0.571408411
6,30-60,0.426,576.7,10,87.45503998,954.427063,37,25.60000038,-11.39999962,11.0666666,106,2,1384.75,6.667627335,8.423333333,42.57428549,0.068549998,1.16564,3.448539019,0,80,6,14,2001,24174,2.924499989,19.5,11.5,0.567236233
7,0-30,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.253888889,36.95986131,0.069033332,1.170765556,3.448539019,0,80,6,14,2001,24174,2.924499989,4.9,7,0.432571136
8,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.41,50.38885011,0.064949999,1.184466667,3.448539019,0,80.5,6,13.5,2001,24174,2.924499989,4.9,7,0.57989246
9,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.443333333,56.92364806,0.068549998,1.215526667,3.448539019,0,80,6,14,2001,24174,2.924499989,4.9,7,0.585906247
10,0-30,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.296666667,71.51292481,0.069033332,1.097029722,3.448539019,0,80,6,14,2001,24174,2.924499989,21.9,12.5,0.27602961
11,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.433333333,18.23728814,0.064949999,1.076713333,3.448539019,0,80.5,6,13.5,2001,24174,2.924499989,21.9,12.5,0.324279089
12,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.503333333,18.32425068,0.068549998,1.06152,3.448539019,0,80,6,14,2001,24174,2.924499989,21.9,12.5,0.462882649
13,0-30,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.209444444,16.55540721,0.069033332,1.091359778,3.448539019,0,80,6,14,2001,24174,2.924499989,1.9,8.4,0.282465786
14,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.413333333,18.24966079,0.064949999,1.066943333,3.448539019,0,80.5,6,13.5,2001,24174,2.924499989,1.9,8.4,0.430258001
15,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.453333333,18.36990596,0.068549998,1.072206667,3.448539019,0,80,6,14,2001,24174,2.924499989,1.9,8.4,0.469110763
16,0-30,0.4251,576.7,10,87.58175659,949.5344849,36.90000153,25.5,-11.39999962,10.97499943,106,2,1427,6.75412035,8.331666667,12.33333333,0.065633332,0.994174444,5.035477161,0,35,17,48,3654,23951,3.677400112,2,5.3,0.387228544
17,30-60,0.4251,576.7,10,87.58175659,949.5344849,36.90000153,25.5,-11.39999962,10.97499943,106,2,1427,6.75412035,8.466666667,10.29508197,0.068199998,1.227426667,5.035477161,0,33,17.5,49,3654,23951,3.677400112,2,5.3,0.553244188
18,30-60,0.4251,576.7,10,87.58175659,949.5344849,36.90000153,25.5,-11.39999962,10.97499943,106,2,1427,6.75412035,8.453333333,10.88735053,0.070249998,1.179306667,5.035477161,0,30,18.5,51,3654,23951,3.677400112,2,5.3,0.537056713
19,0-30,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.058888889,11.15537849,0.069033332,1.063408333,3.448539019,0,80,6,14,2001,24174,2.924499989,21.9,12.5,0.305378337
20,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.37,9.31339225,0.064949999,0.958053333,3.448539019,0,80.5,6,13.5,2001,24174,2.924499989,21.9,12.5,0.481727719
21,30-60,0.4161,576.7,10,87.77171326,956.2861938,37.20000076,26,-11.19999981,11.13333321,106,2,1343.1875,7.114658833,8.483333333,19,0.068549998,1.174753333,3.448539019,0,80,6,14,2001,24174,2.924499989,21.9,12.5,0.520355541
22,0-30,0.0844,124,9.1,44.8859024,1596.039551,55.30000305,35.20000076,-20.10000038,11.8166666,20,5,246.5625,0.135972232,8.536666667,91.9398594,0.070599998,1.37,10.13199043,0,25.5,5,52,2316,18022,0.260155263,0.6,2.5,0.488302126
23,0-30,0.0844,124,9.1,44.8859024,1596.039551,55.30000305,35.20000076,-20.10000038,11.8166666,20,5,246.5625,0.135972232,8.643333333,94.2142359,0.138799997,1.57,10.13199043,0,24,5,52,2316,18022,0.260155263,0.6,2.5,0.468300266
24,30-60,0.0844,124,9.1,44.8859024,1596.039551,55.30000305,35.20000076,-20.10000038,11.8166666,20,5,246.5625,0.135972232,8.866666667,91.9398594,0.070599998,1.59,10.13199043,0,26.5,5,49,2316,18022,0.260155263,0.6,2.5,0.512713127
25,30-60,0.0844,124,9.1,44.8859024,1596.039551,55.30000305,35.20000076,-20.10000038,11.8166666,20,5,246.5625,0.135972232,9.23,94.2142359,0.074599998,1.31,10.13199043,0,29.5,5,46,2316,18022,0.260155263,0.6,2.5,0.489277694
26,60-100,0.0844,124,9.1,44.8859024,1596.039551,55.30000305,35.20000076,-20.10000038,11.8166666,20,5,246.5625,0.135972232,8.946666667,24,0.077066665,1.56,10.13199043,0,29.66666667,5,48,2316,18022,0.260155263,0.6,2.5,0.494336713
27,0-30,0.0846,121,8.9,46.83547592,1588.59729,55.59999847,35.59999847,-20,12.20833302,21,5,273.8125,0.385525912,8.753333333,26,0.140949997,1.62,1.90737772,0,38,6,43.5,2343,28713,0.254299998,2.8,4.9,0.416863716
28,0-30,0.0846,121,8.9,46.83547592,1588.59729,55.59999847,35.59999847,-20,12.20833302,21,5,273.8125,0.385525912,8.863333333,25,0.159999996,1.52,1.90737772,0,35,6,46,2343,28713,0.254299998,2.8,4.9,0.483558313
29,30-60,0.0846,121,8.9,46.83547592,1588.59729,55.59999847,35.59999847,-20,12.20833302,21,5,273.8125,0.385525912,8.81,24,0.163149996,1.43,1.90737772,0,37,6,45.5,2343,28713,0.254299998,2.8,4.9,0.474425471
30,30-60,0.0846,121,8.9,46.83547592,1588.59729,55.59999847,35.59999847,-20,12.20833302,21,5,273.8125,0.385525912,8.97,25,0.144899997,1.47,1.90737772,0,40,6,42.5,2343,28713,0.254299998,2.8,4.9,0.474442498
31,60-100,0.0846,121,8.9,46.83547592,1588.59729,55.59999847,35.59999847,-20,12.20833302,21,5,273.8125,0.385525912,8.456666667,27,0.120766664,1.4,1.90737772,0,44.66666667,6,38.66666667,2343,28713,0.254299998,2.8,4.9,0.452976914
32,0-30,0.0805,127,9.2,45.67289352,1636.392212,56,35.20000076,-20.79999924,11.54166698,20,5,299.1875,0.113873668,8.176666667,75,0.074199998,1.11,13.39742088,0,31.5,6,51,2632,21545,0.522099972,0.4,1.7,0.462644097
33,0-30,0.0805,127,9.2,45.67289352,1636.392212,56,35.20000076,-20.79999924,11.54166698,20,5,299.1875,0.113873668,8.526666667,76.6,0.077399998,1.23,13.39742088,0,29,6,51,2632,21545,0.522099972,0.4,1.7,0.45140068
34,30-60,0.0805,127,9.2,45.67289352,1636.392212,56,35.20000076,-20.79999924,11.54166698,20,5,299.1875,0.113873668,8.766666667,71.2,0.070249998,1.32,13.39742088,0,31,6,50,2632,21545,0.522099972,0.4,1.7,0.348621083
35,30-60,0.0805,127,9.2,45.67289352,1636.392212,56,35.20000076,-20.79999924,11.54166698,20,5,299.1875,0.113873668,8.54,44,0.072349998,1.45,13.39742088,0,33,6,48.5,2632,21545,0.522099972,0.4,1.7,0.303485646
36,60-100,0.0805,127,9.2,45.67289352,1636.392212,56,35.20000076,-20.79999924,11.54166698,20,5,299.1875,0.113873668,8.573333333,54.8,0.077566665,1.58,13.39742088,0,34.66666667,6,47.33333333,2632,21545,0.522099972,0.4,1.7,0.298287357
37,0-30,0.1991,220,2.8,65.11629486,1303.150269,46.5,25.39999962,-21.10000038,11.34166718,40,4,1565.5,5.677640915,7.993333333,77.4,0.189099996,0.94,4.516670704,0,38.5,6,43.5,2998,31013,0.767400026,4.3,0.8,0.512306091
38,0-30,0.1991,220,2.8,65.11629486,1303.150269,46.5,25.39999962,-21.10000038,11.34166718,40,4,1565.5,5.677640915,8.203333333,43,0.172499996,1.06,4.516670704,0,40,7,42,2998,31013,0.767400026,4.3,0.8,0.483692929
39,30-60,0.1991,220,2.8,65.11629486,1303.150269,46.5,25.39999962,-21.10000038,11.34166718,40,4,1565.5,5.677640915,8.593333333,50,0.138999997,1.47,4.516670704,0,34,7,46,2998,31013,0.767400026,4.3,0.8,0.524797587
40,30-60,0.1991,220,2.8,65.11629486,1303.150269,46.5,25.39999962,-21.10000038,11.34166718,40,4,1565.5,5.677640915,8.56,44.4,0.157199996,1.33,4.516670704,0,34,7,43,2998,31013,0.767400026,4.3,0.8,0.511963238
41,60-100,0.1991,220,2.8,65.11629486,1303.150269,46.5,25.39999962,-21.10000038,11.34166718,40,4,1565.5,5.677640915,8.493333333,39.8,0.14983333,1.43,4.516670704,0,35,7,42.66666667,2998,31013,0.767400026,4.3,0.8,0.544430547
42,0-30,0.1588,245,0.9,28.18199539,1249.371582,48.19999695,31.29999924,-16.89999962,13.8083334,29,12,630.5,0.432331771,7.743333333,46.6,0.082149998,1.52,18.67704201,0,21,7,58.5,3892,34017,1.431399941,3.8,0.9,0.466110032
43,0-30,0.1588,245,0.9,28.18199539,1249.371582,48.19999695,31.29999924,-16.89999962,13.8083334,29,12,630.5,0.432331771,7.8,49.8,0.103699998,1.31,18.67704201,0,22,7,59,3892,34017,1.431399941,3.8,0.9,0.437499506
44,30-60,0.1588,245,0.9,28.18199539,1249.371582,48.19999695,31.29999924,-16.89999962,13.8083334,29,12,630.5,0.432331771,8.063333333,42.6,0.116349997,1.22,18.67704201,0,24,7,57,3892,34017,1.431399941,3.8,0.9,0.533076215
45,30-60,0.1588,245,0.9,28.18199539,1249.371582,48.19999695,31.29999924,-16.89999962,13.8083334,29,12,630.5,0.432331771,8.286666667,40.6,0.124449997,1.47,18.67704201,0,27,7,55.5,3892,34017,1.431399941,3.8,0.9,0.549769444
46,60-100,0.1588,245,0.9,28.18199539,1249.371582,48.19999695,31.29999924,-16.89999962,13.8083334,29,12,630.5,0.432331771,8.366666667,46.2,0.120433331,1.51,18.67704201,0,27.66666667,8,54,3892,34017,1.431399941,3.8,0.9,0.485159458
47,0-30,0.2565,268,0.5,63.68931198,1201.981567,44.40000153,23.60000038,-20.79999924,11.84166622,48,6,1778.8125,10.32328224,8.246666667,39.2,0.189099996,1.23,0.991836429,0,38.5,8,43.5,1816,32604,0.728699982,0.8,3.2,0.436045965
48,0-30,0.2565,268,0.5,63.68931198,1201.981567,44.40000153,23.60000038,-20.79999924,11.84166622,48,6,1778.8125,10.32328224,8.35,41.6,0.172499996,1.1,0.991836429,0,40,8,42,1816,32604,0.728699982,0.8,3.2,0.378686287
49,30-60,0.2565,268,0.5,63.68931198,1201.981567,44.40000153,23.60000038,-20.79999924,11.84166622,48,6,1778.8125,10.32328224,8.023333333,44.4,0.138999997,1.68,0.991836429,0,34,8,46,1816,32604,0.728699982,0.8,3.2,0.3551534
50,30-60,0.2565,268,0.5,63.68931198,1201.981567,44.40000153,23.60000038,-20.79999924,11.84166622,48,6,1778.8125,10.32328224,7.866666667,27,0.157199996,1.72,0.991836429,0,34,8,43,1816,32604,0.728699982,0.8,3.2,0.323781267
51,60-100,0.2565,268,0.5,63.68931198,1201.981567,44.40000153,23.60000038,-20.79999924,11.84166622,48,6,1778.8125,10.32328224,8.166666667,29,0.14983333,1.35,0.991836429,0,35,8,42.66666667,1816,32604,0.728699982,0.8,3.2,0.349706684
52,0-30,0.2892,278,-0.3,68.3830719,1169.979248,43.5,21.39999962,-22.10000038,11.80000019,50,5,2050.375,14.44769096,8.026666667,26,0.189099996,1.02,0.381475538,0,38.5,8,43.5,213,32793,0.728699982,8.7,7.8,0.531850711
53,0-30,0.2892,278,-0.3,68.3830719,1169.979248,43.5,21.39999962,-22.10000038,11.80000019,50,5,2050.375,14.44769096,7.863333333,24,0.172499996,1.19,0.381475538,0,40,8,42,213,32793,0.728699982,8.7,7.8,0.551289208
54,30-60,0.2892,278,-0.3,68.3830719,1169.979248,43.5,21.39999962,-22.10000038,11.80000019,50,5,2050.375,14.44769096,8.66,27,0.138999997,1.23,0.381475538,0,34,8,46,213,32793,0.728699982,8.7,7.8,0.524108638
55,30-60,0.2892,278,-0.3,68.3830719,1169.979248,43.5,21.39999962,-22.10000038,11.80000019,50,5,2050.375,14.44769096,8.65,29,0.157199996,1.37,0.381475538,0,34,8,43,213,32793,0.728699982,8.7,7.8,0.537440865
56,60-100,0.2892,278,-0.3,68.3830719,1169.979248,43.5,21.39999962,-22.10000038,11.80000019,50,5,2050.375,14.44769096,8.7,26,0.14983333,1.77,0.381475538,0,35,8,42.66666667,213,32793,0.728699982,8.7,7.8,0.564636995
57,0-30,0.2684,254,0.3,74.54011536,1216.079712,43.79999924,21.5,-22.29999924,10.96666622,48,3,1983.9375,10.76187038,5.956666667,24,0.200199996,1.23,0.18310827,0,35.5,9,44.5,2318,29955,0.767400026,88.9,27.2,0.488610017
58,0-30,0.2684,254,0.3,74.54011536,1216.079712,43.79999924,21.5,-22.29999924,10.96666622,48,3,1983.9375,10.76187038,6.163333333,27,0.211399995,1.15,0.18310827,0,34,9,44,2318,29955,0.767400026,88.9,27.2,0.503286875
59,30-60,0.2684,254,0.3,74.54011536,1216.079712,43.79999924,21.5,-22.29999924,10.96666622,48,3,1983.9375,10.76187038,6.786666667,29,0.214049995,1.16,0.18310827,0,36,9,42.5,2318,29955,0.767400026,88.9,27.2,0.491758513
60,30-60,0.2684,254,0.3,74.54011536,1216.079712,43.79999924,21.5,-22.29999924,10.96666622,48,3,1983.9375,10.76187038,7.203333333,26,0.190049996,1.33,0.18310827,0,35.5,9,43.5,2318,29955,0.767400026,88.9,27.2,0.459279442
61,60-100,0.2684,254,0.3,74.54011536,1216.079712,43.79999924,21.5,-22.29999924,10.96666622,48,3,1983.9375,10.76187038,7.65,24,0.189633329,1.47,0.18310827,0,33.66666667,9,44.33333333,2318,29955,0.767400026,88.9,27.2,0.386726575
62,0-30,0.098,155,8.8,43.28787994,1520.652466,52.20000076,33,-19.20000076,10.95833302,23,5,503,1.846089005,5.01,65,0.074199998,1.75,0.18310827,0,31.5,9,51,2533,26048,0.751699984,0.4,1.6,0.456085186
63,0-30,0.098,155,8.8,43.28787994,1520.652466,52.20000076,33,-19.20000076,10.95833302,23,5,503,1.846089005,5.073333333,55,0.077399998,1.23,0.18310827,0,29,9,51,2533,26048,0.751699984,0.4,1.6,0.485942872
64,30-60,0.098,155,8.8,43.28787994,1520.652466,52.20000076,33,-19.20000076,10.95833302,23,5,503,1.846089005,5.273333333,16.61165872,0.086149998,1.42,0.18310827,0,31,9,50,2533,26048,0.751699984,0.4,1.6,0.456401483
65,30-60,0.098,155,8.8,43.28787994,1520.652466,52.20000076,33,-19.20000076,10.95833302,23,5,503,1.846089005,5.303333333,16.64154281,0.072349998,1.35,0.18310827,0,33,9,48.5,2533,26048,0.751699984,0.4,1.6,0.541172363
66,60-100,0.098,155,8.8,43.28787994,1520.652466,52.20000076,33,-19.20000076,10.95833302,23,5,503,1.846089005,5.303333333,4.593453791,0.077566665,1.5,0.18310827,0,34.66666667,9,47.33333333,2533,26048,0.751699984,0.4,1.6,0.478529825
67,0-30,0.3038,269,-4,90.43580627,1304.088257,47.90000153,17.89999962,-30,12.60833359,55,3,2523.125,1.340710402,7.716666667,15.50798995,0.120549997,1.2,3.601129055,0,49.5,10.5,36,6299,33548,1.080000043,3.4,0.7,0.491215905
68,0-30,0.3038,269,-4,90.43580627,1304.088257,47.90000153,17.89999962,-30,12.60833359,55,3,2523.125,1.340710402,8.086666667,20.61105729,0.126599997,1.23,3.601129055,0,47,10.5,39,6299,33548,1.080000043,3.4,0.7,0.492807182
69,30-60,0.3038,269,-4,90.43580627,1304.088257,47.90000153,17.89999962,-30,12.60833359,55,3,2523.125,1.340710402,8.366666667,13.31855146,0.141199997,1.17,3.601129055,0,48,10.5,37,6299,33548,1.080000043,3.4,0.7,0.480928145
70,30-60,0.3038,269,-4,90.43580627,1304.088257,47.90000153,17.89999962,-30,12.60833359,55,3,2523.125,1.340710402,8.27,7.771185581,0.104349998,1.58,3.601129055,0,51,10.5,35.5,6299,33548,1.080000043,3.4,0.7,0.381725248
71,60-100,0.3038,269,-4,90.43580627,1304.088257,47.90000153,17.89999962,-30,12.60833359,55,3,2523.125,1.340710402,8.25,11.49979275,0.103933331,1.69,3.601129055,0,45.66666667,10.5,38.33333333,6299,33548,1.080000043,3.4,0.7,0.403205375
72,0-30,0.3914,314,-4.3,89.15596008,1178.678833,45.19999695,16.29999924,-28.89999962,13.29166603,64,3,2887.875,3.314022779,7.63,17.51202563,0.180499996,1.23,0.198367283,0,38.5,10.5,48,271,28763,1.761500001,0.8,3.7,0.474092344
73,0-30,0.3914,314,-4.3,89.15596008,1178.678833,45.19999695,16.29999924,-28.89999962,13.29166603,64,3,2887.875,3.314022779,8.003333333,14.90481304,0.171299996,1.24,0.198367283,0,38,10.5,47,271,28763,1.761500001,0.8,3.7,0.469761235
74,30-60,0.3914,314,-4.3,89.15596008,1178.678833,45.19999695,16.29999924,-28.89999962,13.29166603,64,3,2887.875,3.314022779,8.193333333,22.45323416,0.145199997,1.31,0.198367283,0,38,10.5,47.5,271,28763,1.761500001,0.8,3.7,0.49892939
75,30-60,0.3914,314,-4.3,89.15596008,1178.678833,45.19999695,16.29999924,-28.89999962,13.29166603,64,3,2887.875,3.314022779,8.473333333,19.72483979,0.137099997,1.59,0.198367283,0,48,10.5,39,271,28763,1.761500001,0.8,3.7,0.473992933
76,60-100,0.3914,314,-4.3,89.15596008,1178.678833,45.19999695,16.29999924,-28.89999962,13.29166603,64,3,2887.875,3.314022779,8.443333333,22.52922289,0.137099997,1.69,0.198367283,0,43.66666667,10.5,40.66666667,271,28763,1.761500001,0.8,3.7,0.494465146
77,0-30,0.3793,368,-1.7,118.9560776,1729.54187,59,25.39999962,-33.59999847,13.71666622,105,2,522.625,0.243909925,7.08,20.8952675,0.141299997,1.175,4.394598484,0,37,8.966666667,43,2391,27627,2.274300098,1.4,6.3,0.360847977
78,0-30,0.3793,368,-1.7,118.9560776,1729.54187,59,25.39999962,-33.59999847,13.71666622,105,2,522.625,0.243909925,6.71,38.4698464,0.139799997,1.21,4.394598484,0,41,7.4,41,2391,27627,2.274300098,1.4,6.3,0.411863293
79,30-60,0.3793,368,-1.7,118.9560776,1729.54187,59,25.39999962,-33.59999847,13.71666622,105,2,522.625,0.243909925,7.386666667,37.81872383,0.175199996,1.295,4.394598484,0,44.5,4.9,37,2391,27627,2.274300098,1.4,6.3,0.445041889
80,30-60,0.3793,368,-1.7,118.9560776,1729.54187,59,25.39999962,-33.59999847,13.71666622,105,2,522.625,0.243909925,8.19,25.71979728,0.127299997,1.34,4.394598484,0,41.5,4.2,38,2391,27627,2.274300098,1.4,6.3,0.329168625
81,60-100,0.3793,368,-1.7,118.9560776,1729.54187,59,25.39999962,-33.59999847,13.71666622,105,2,522.625,0.243909925,8.51,23.17705443,0.135499997,1.353333333,4.394598484,0,41,4.4,37.33333333,2391,27627,2.274300098,1.4,6.3,0.404934978
82,0-30,0.2574,327,0.6,112.6138382,1538.835327,54.90000153,26.89999962,-28,14.34166622,93,3,865.125,0.654472053,7.45,7.390335246,0.162799996,1.14,3.494316101,0,35.5,4.233333333,44,1222,30322,1.041499972,1,4.2,0.383936982
83,0-30,0.2574,327,0.6,112.6138382,1538.835327,54.90000153,26.89999962,-28,14.34166622,93,3,865.125,0.654472053,7.676666667,12.09596408,0.165499996,1.1,3.494316101,0,38,4.666666667,41,1222,30322,1.041499972,1,4.2,0.438051794
84,30-60,0.2574,327,0.6,112.6138382,1538.835327,54.90000153,26.89999962,-28,14.34166622,93,3,865.125,0.654472053,7.91,7.359088747,0.191099996,1.05,3.494316101,0,34,3.333333333,44.5,1222,30322,1.041499972,1,4.2,0.430399214
85,30-60,0.2574,327,0.6,112.6138382,1538.835327,54.90000153,26.89999962,-28,14.34166622,93,3,865.125,0.654472053,8.176666667,9.249001835,0.175099996,1.075,3.494316101,0,32,2.5,45,1222,30322,1.041499972,1,4.2,0.446740182
86,60-100,0.2574,327,0.6,112.6138382,1538.835327,54.90000153,26.89999962,-28,14.34166622,93,3,865.125,0.654472053,8.58,16.96174599,0.154999997,1.24,3.494316101,0,32.33333333,3.333333333,45,1222,30322,1.041499972,1,4.2,0.299098006
87,0-30,0.3584,368,-1.9,120.0084152,1715.731323,58.79999924,25.70000076,-33.09999847,13.64166641,103,2,558.0625,3.686503887,6.73,36.98161738,0.141299997,1.175,0.350957513,0,37,4.066666667,43,2885,28267,1.804299951,1.3,6,0.414437257
88,0-30,0.3584,368,-1.9,120.0084152,1715.731323,58.79999924,25.70000076,-33.09999847,13.64166641,103,2,558.0625,3.686503887,6.623333333,16.94433724,0.139799997,1.21,0.350957513,0,41,8.533333333,41,2885,28267,1.804299951,1.3,6,0.433502065
89,30-60,0.3584,368,-1.9,120.0084152,1715.731323,58.79999924,25.70000076,-33.09999847,13.64166641,103,2,558.0625,3.686503887,6.713333333,6.543791804,0.134149997,1.295,0.350957513,0,44.5,5.5,37,2885,28267,1.804299951,1.3,6,0.447417562
90,30-60,0.3584,368,-1.9,120.0084152,1715.731323,58.79999924,25.70000076,-33.09999847,13.64166641,103,2,558.0625,3.686503887,7.17,68.80993883,0.127299997,1.34,0.350957513,0,41.5,9.4,38,2885,28267,1.804299951,1.3,6,0.455170846
91,60-100,0.3584,368,-1.9,120.0084152,1715.731323,58.79999924,25.70000076,-33.09999847,13.64166641,103,2,558.0625,3.686503887,7.74,49.33755342,0.135499997,1.353333333,0.350957513,0,41,6.833333333,37.33333333,2885,28267,1.804299951,1.3,6,0.483750325
92,0-30,0.3645,433,0.6,111.3287506,1340.197266,48.30000305,23.70000076,-24.60000038,12.96666718,119,3,1507.5,1.246175528,6.15,17.23234582,0.141299997,1.175,0.625619888,0,37,4.833333333,43,2217,30743,1.779999971,2.5,0.4,0.420504884
93,0-30,0.3645,433,0.6,111.3287506,1340.197266,48.30000305,23.70000076,-24.60000038,12.96666718,119,3,1507.5,1.246175528,6.196666667,19.09218378,0.139799997,1.21,0.625619888,0,41,9,41,2217,30743,1.779999971,2.5,0.4,0.442874676
94,30-60,0.3645,433,0.6,111.3287506,1340.197266,48.30000305,23.70000076,-24.60000038,12.96666718,119,3,1507.5,1.246175528,6.233333333,39.8435849,0.134149997,1.295,0.625619888,0,44.5,9.1,37,2217,30743,1.779999971,2.5,0.4,0.40649464
95,30-60,0.3645,433,0.6,111.3287506,1340.197266,48.30000305,23.70000076,-24.60000038,12.96666718,119,3,1507.5,1.246175528,6.39,29.56866193,0.127299997,1.34,0.625619888,0,41.5,7.933333333,38,2217,30743,1.779999971,2.5,0.4,0.401583082
96,60-100,0.3645,433,0.6,111.3287506,1340.197266,48.30000305,23.70000076,-24.60000038,12.96666718,119,3,1507.5,1.246175528,6.043333333,28.12095958,0.135499997,1.353333333,0.625619888,0,41,7.866666667,37.33333333,2217,30743,1.779999971,2.5,0.4,0.460145789
97,0-30,0.1713,249,1,115.3260956,1504.679077,53.79999924,26.89999962,-26.89999962,13.63333321,66,2,1157.875,5.245772362,7.96,25.73713684,0.147799997,1.35,0.839246213,0,48,2.4,34,1182,25404,0.872900009,0.6,2.6,0.500218699
98,0-30,0.1713,249,1,115.3260956,1504.679077,53.79999924,26.89999962,-26.89999962,13.63333321,66,2,1157.875,5.245772362,7.92,12.0933857,0.119099997,1.37,0.839246213,0,54,1.966666667,30,1182,25404,0.872900009,0.6,2.6,0.512647163
99,30-60,0.1713,249,1,115.3260956,1504.679077,53.79999924,26.89999962,-26.89999962,13.63333321,66,2,1157.875,5.245772362,7.986666667,7.249219019,0.142499997,1.39,0.839246213,0,43.5,1.833333333,36,1182,25404,0.872900009,0.6,2.6,0.531960785
100,30-60,0.1713,249,1,115.3260956,1504.679077,53.79999924,26.89999962,-26.89999962,13.63333321,66,2,1157.875,5.245772362,8.256666667,3.6,0.122399997,1.45,0.839246213,0,45,1.066666667,34.5,1182,25404,0.872900009,0.6,2.6,0.51901454
101,60-100,0.1713,249,1,115.3260956,1504.679077,53.79999924,26.89999962,-26.89999962,13.63333321,66,2,1157.875,5.245772362,8.723333333,91,0.115699997,1.49,0.839246213,0,44,1.166666667,37.33333333,1182,25404,0.872900009,0.6,2.6,0.480865195
102,0-30,0.2482,329,1.6,112.8262711,1429.939331,51.20000076,26.5,-24.70000076,13.30000019,90,2,1179.9375,0.197045699,8.153333333,61.83333333,0.173149996,1.14,0.747692049,0,35,2.8,45,2820,21661,1.455800056,1,4.2,0.41790926
103,0-30,0.2482,329,1.6,112.8262711,1429.939331,51.20000076,26.5,-24.70000076,13.30000019,90,2,1179.9375,0.197045699,8.023333333,11,0.173099996,1.1,0.747692049,0,34,3.166666667,45,2820,21661,1.455800056,1,4.2,0.429484995
104,30-60,0.2482,329,1.6,112.8262711,1429.939331,51.20000076,26.5,-24.70000076,13.30000019,90,2,1179.9375,0.197045699,8.223333333,7,0.169149996,1.05,0.747692049,0,35,4.033333333,44.5,2820,21661,1.455800056,1,4.2,0.465413163
105,30-60,0.2482,329,1.6,112.8262711,1429.939331,51.20000076,26.5,-24.70000076,13.30000019,90,2,1179.9375,0.197045699,8.243333333,4,0.165349996,1.075,0.747692049,0,32.5,2.433333333,44.5,2820,21661,1.455800056,1,4.2,0.376091072
106,60-100,0.2482,329,1.6,112.8262711,1429.939331,51.20000076,26.5,-24.70000076,13.30000019,90,2,1179.9375,0.197045699,8.313333333,2,0.152066663,1.24,0.747692049,0,32.33333333,2,45,2820,21661,1.455800056,1,4.2,0.333258199
